Goal,series_description,country,year,value,source,nature,age,location,sex
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,7.88333,Statistics Lithuania based on Time Use Survey,C,10+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,8.42083,Statistics Lithuania based on Time Use Survey,C,15-24,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,15.52083,Statistics Lithuania based on Time Use Survey,C,65+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Lithuania,2003,16.94458,Statistics Lithuania based on Time Use Survey,C,20-74,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Luxembourg,2014,6.31958,Calculated by UNSD based on available country data from the Time use of Luxembourg residents to apply ICATUS.,CA,10+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Luxembourg,2014,12.70833,Calculated by UNSD based on available country data from the Time use of Luxembourg residents to apply ICATUS.,CA,10+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Malaysia,2003,4.44458,Calculated by UNSD based on available country data from the Unpaid work survey to apply ICATUS.,CA,15-64,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Malaysia,2003,15.13875,Calculated by UNSD based on available country data from the Unpaid work survey to apply ICATUS.,CA,15-64,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Malta,2002,6.25,Calculated by UNSD based on available country data from the Time use survey 2002 (pilot) to apply ICATUS.,CA,10+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Malta,2002,17.08333,Calculated by UNSD based on available country data from the Time use survey 2002 (pilot) to apply ICATUS.,CA,10+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mauritius,2003,15.90292,Calculated by UNSD based on available country data from the The Continuous Multi-Purpose Household Survey (CMPHS) to apply ICATUS.,CA,10+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mauritius,2003,3.88875,Calculated by UNSD based on available country data from the The Continuous Multi-Purpose Household Survey (CMPHS) to apply ICATUS.,CA,10+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2002,22.1307,INEGI based on National time use survey 2002  (Module in ENIGH),C,12+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2002,4.37735,INEGI based on National time use survey 2002  (Module in ENIGH),C,12+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,17.5675,INEGI based on National time use survey 2009 ,C,12+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,4.72648,INEGI based on National time use survey 2009 ,C,12+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,11.77211,INEGI based on National time use survey 2009 ,C,15-24,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,4.28896,INEGI based on National time use survey 2009 ,C,15-24,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,21.87873,INEGI based on National time use survey 2009 ,C,45-54,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,5.59138,INEGI based on National time use survey 2009 ,C,45-54,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,5.2859,INEGI based on National time use survey 2009 ,C,25-44,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,20.56177,INEGI based on National time use survey 2009 ,C,55-64,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,20.03176,INEGI based on National time use survey 2009 ,C,25-44,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,5.37862,INEGI based on National time use survey 2009 ,C,65+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,14.98787,INEGI based on National time use survey 2009 ,C,15-24,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,21.36438,INEGI based on National time use survey 2009 ,C,55-64,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,5.473,INEGI based on National time use survey 2009 ,C,55-64,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,26.13881,INEGI based on National time use survey 2009 ,C,25-44,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,4.01365,INEGI based on National time use survey 2009 ,C,25-44,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,26.123,INEGI based on National time use survey 2009 ,C,45-54,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,4.11283,INEGI based on National time use survey 2009 ,C,45-54,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,24.8122,INEGI based on National time use survey 2009 ,C,55-64,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,4.51891,INEGI based on National time use survey 2009 ,C,55-64,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,4.1071,INEGI based on National time use survey 2009 ,C,15-24,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,18.46786,INEGI based on National time use survey 2009 ,C,15+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,4.87397,INEGI based on National time use survey 2009 ,C,15+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,21.26028,INEGI based on National time use survey 2009 ,C,25-44,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,4.95623,INEGI based on National time use survey 2009 ,C,12+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,17.55173,INEGI based on National time use survey 2009 ,C,15+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,5.10853,INEGI based on National time use survey 2009 ,C,15+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,5.7187,INEGI based on National time use survey 2009 ,C,55-64,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,10.89808,INEGI based on National time use survey 2009 ,C,15-24,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,3.40327,INEGI based on National time use survey 2009 ,C,15-24,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,5.16281,INEGI based on National time use survey 2009 ,C,65+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,16.73366,INEGI based on National time use survey 2009 ,C,12+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,14.29864,INEGI based on National time use survey 2009 ,C,65+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,14.83872,INEGI based on National time use survey 2009 ,C,65+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,20.82082,INEGI based on National time use survey 2009 ,C,12+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,3.86828,INEGI based on National time use survey 2009 ,C,12+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,22.65052,INEGI based on National time use survey 2009 ,C,45-54,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,5.30413,INEGI based on National time use survey 2009 ,C,45-54,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,16.97465,INEGI based on National time use survey 2009 ,C,65+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,4.58231,INEGI based on National time use survey 2009 ,C,65+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,3.97812,INEGI based on National time use survey 2009 ,C,15+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,22.12562,INEGI based on National time use survey 2009 ,C,15+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2009,5.03156,INEGI based on National time use survey 2009 ,C,25-44,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,4.54374,INEGI based on National time use survey 2014 ,C,15+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,22.34402,INEGI based on National time use survey 2014 ,C,55-64,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,4.73782,INEGI based on National time use survey 2014 ,C,55-64,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,24.80166,INEGI based on National time use survey 2014 ,C,45-54,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.1082,INEGI based on National time use survey 2014 ,C,45-54,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,24.46922,INEGI based on National time use survey 2014 ,C,25-44,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,4.49278,INEGI based on National time use survey 2014 ,C,25-44,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,20.40682,INEGI based on National time use survey 2014 ,C,55-64,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,19.91388,INEGI based on National time use survey 2014 ,C,55-64,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,16.75194,INEGI based on National time use survey 2014 ,C,12+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,15.31017,INEGI based on National time use survey 2014 ,C,65+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,6.34158,INEGI based on National time use survey 2014 ,C,65+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.49429,INEGI based on National time use survey 2014 ,C,25-44,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,19.67468,INEGI based on National time use survey 2014 ,C,25-44,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.75377,INEGI based on National time use survey 2014 ,C,25-44,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,20.64669,INEGI based on National time use survey 2014 ,C,45-54,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,12.26514,INEGI based on National time use survey 2014 ,C,15-24,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.25112,INEGI based on National time use survey 2014 ,C,15-24,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,17.42688,INEGI based on National time use survey 2014 ,C,12+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.45247,INEGI based on National time use survey 2014 ,C,12+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,4.14791,INEGI based on National time use survey 2014 ,C,15-24,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,15.12047,INEGI based on National time use survey 2014 ,C,15-24,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,16.79375,INEGI based on National time use survey 2014 ,C,65+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,21.03697,INEGI based on National time use survey 2014 ,C,15+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,6.12121,INEGI based on National time use survey 2014 ,C,55-64,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,4.73297,INEGI based on National time use survey 2014 ,C,65+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,21.4546,INEGI based on National time use survey 2014 ,C,45-54,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.78751,INEGI based on National time use survey 2014 ,C,45-54,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,19.85189,INEGI based on National time use survey 2014 ,C,12+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,4.41736,INEGI based on National time use survey 2014 ,C,12+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,15.65851,INEGI based on National time use survey 2014 ,C,65+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.85773,INEGI based on National time use survey 2014 ,C,65+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,6.48424,INEGI based on National time use survey 2014 ,C,55-64,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.96525,INEGI based on National time use survey 2014 ,C,45-54,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,11.40707,INEGI based on National time use survey 2014 ,C,15-24,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.57333,INEGI based on National time use survey 2014 ,C,15-24,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.75414,INEGI based on National time use survey 2014 ,C,12+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,17.50806,INEGI based on National time use survey 2014 ,C,15+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.86719,INEGI based on National time use survey 2014 ,C,15+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,20.66946,INEGI based on National time use survey 2014 ,C,25-44,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,18.26101,INEGI based on National time use survey 2014 ,C,15+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mexico,2014,5.57497,INEGI based on National time use survey 2014 ,C,15+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2000,16.85417,National Statistical Office based on Time Use Survey (pilot),C,12+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2000,7.80833,National Statistical Office based on Time Use Survey (pilot),C,12+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2007,16.94458,National Statistical Office based on Time Use Survey 2007,C,12+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2007,7.22208,National Statistical Office based on Time Use Survey 2007,C,12+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2011,16.11125,National Statistical Office based on Time use survey 2011,C,12+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2011,7.70833,National Statistical Office based on Time use survey 2011,C,12+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,5.44667,National Statistical Office based on Time use survey 2015,C,45-54,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,13.92083,National Statistical Office based on Time use survey 2015,C,45-54,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,8.36583,National Statistical Office based on Time use survey 2015,C,12-14,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,3.53833,National Statistical Office based on Time use survey 2015,C,12-14,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,5.70292,National Statistical Office based on Time use survey 2015,C,55-64,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,5.02375,National Statistical Office based on Time use survey 2015,C,15-24,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,12.7625,National Statistical Office based on Time use survey 2015,C,25-44,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,3.86375,National Statistical Office based on Time use survey 2015,C,12-14,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,14.92292,National Statistical Office based on Time use survey 2015,C,65+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,6.53042,National Statistical Office based on Time use survey 2015,C,65+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,9.03833,National Statistical Office based on Time use survey 2015,C,12-14,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,3.26458,National Statistical Office based on Time use survey 2015,C,12-14,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,15.55542,National Statistical Office based on Time use survey 2015,C,12+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,4.30542,National Statistical Office based on Time use survey 2015,C,12+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,6.15292,National Statistical Office based on Time use survey 2015,C,65+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,7.7,National Statistical Office based on Time use survey 2015,C,12-14,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,12.84708,National Statistical Office based on Time use survey 2015,C,12+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,4.33458,National Statistical Office based on Time use survey 2015,C,25-44,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,14.09708,National Statistical Office based on Time use survey 2015,C,12+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,4.79167,National Statistical Office based on Time use survey 2015,C,12+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,11.44458,National Statistical Office based on Time use survey 2015,C,15-24,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,4.57208,National Statistical Office based on Time use survey 2015,C,15-24,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,14.57625,National Statistical Office based on Time use survey 2015,C,25-44,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,17.10333,National Statistical Office based on Time use survey 2015,C,55-64,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,4.625,National Statistical Office based on Time use survey 2015,C,25-44,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,12.3075,National Statistical Office based on Time use survey 2015,C,45-54,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,6.46375,National Statistical Office based on Time use survey 2015,C,45-54,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,17.32208,National Statistical Office based on Time use survey 2015,C,55-64,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,6.7125,National Statistical Office based on Time use survey 2015,C,55-64,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,15.47792,National Statistical Office based on Time use survey 2015,C,65+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,6.81667,National Statistical Office based on Time use survey 2015,C,65+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,10.42583,National Statistical Office based on Time use survey 2015,C,15-24,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,5.34708,National Statistical Office based on Time use survey 2015,C,12+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,13.46458,National Statistical Office based on Time use survey 2015,C,15-24,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,4.08625,National Statistical Office based on Time use survey 2015,C,15-24,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,16.50708,National Statistical Office based on Time use survey 2015,C,25-44,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,4.08542,National Statistical Office based on Time use survey 2015,C,25-44,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,15.62833,National Statistical Office based on Time use survey 2015,C,45-54,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,4.57208,National Statistical Office based on Time use survey 2015,C,45-54,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,16.8425,National Statistical Office based on Time use survey 2015,C,55-64,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,4.65333,National Statistical Office based on Time use survey 2015,C,55-64,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Mongolia,2015,14.01125,National Statistical Office based on Time use survey 2015,C,65+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,17.15208,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,10+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,10.33875,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,10+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,21.90208,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,55-64,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,13.17958,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,55-64,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,13.7075,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,25-44,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,5.22875,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,25-44,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,15.415,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,45-54,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,11.50875,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,45-54,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,21.30667,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,65+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,16.0525,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,65+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,19.80583,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,10+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,12.03917,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,10+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,13.67375,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,15-24,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,9.68708,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,15-24,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,17.38,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,65+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,14.20167,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,10+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,7.52833,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,10+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,11.56083,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,25-44,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,11.15,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,15-24,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,7.64917,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,15-24,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Republic of Moldova,2012,17.76167,"National Bureau of Statistics, Republic of Moldova based on Time use survey",C,15+,ALLAREA,FEMALE
